id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1468007108201361408,1468007104841715718,2021-12-06 18:59:03 EST,2021-12-06,18:59:03,-0400,312426579,mcclure111,mcc,,"""Endemic COVID"" theory goes like this: either something will make COVID less deadly (say, the vaccine much of the USA still hasn't taken, &amp; much of Africa can't get; or a lucky benevolent mutation like I see people openly hoping Omicron is) or we just accept a constant death rate",en,[],[],[],5,3,43,[],[],https://twitter.com/mcclure111/status/1468007108201361408,,,0,,,,,,,,"{'user_id': '312426579', 'username': 'mcclure111'}",,,,
1468005045048385545,1467923682525908994,2021-12-06 18:50:51 EST,2021-12-06,18:50:51,-0400,1436362973174501377,america17762a,Papa Bear,,"@eyalny @PeterSweden7 Imagine that you don't understand the difference between a disease with a death rate of 30% or higher and a flu variant. Imagine being so dumb, you criticize people who got a vaccine with many years of research and don't want a  vaccine pushed through in a year!",en,"['eyalny', 'petersweden7']",[],[],1,0,6,[],[],https://twitter.com/America17762A/status/1468005045048385545,,,0,,,,,,,,"{'user_id': '59263291', 'username': 'eyalny'}",,,,
1468002087694999556,1466901072530874375,2021-12-06 18:39:06 EST,2021-12-06,18:39:06,-0400,14843922,dense_body,$Dense_Body,,@BrianvLowe @ODohertyFergal @LGradaigh It should also be noted that there are two groups of those unvaccinated. Healthy people who dont believe they need it AND unhealthy people who could not receive a vaccine. The second group by definition increases the apparent death rate amongst unvaccinated.,en,"['brianvlowe', 'odohertyfergal', 'lgradaigh']",[],[],0,0,0,[],[],https://twitter.com/Dense_Body/status/1468002087694999556,,,0,,,,,,,,"{'user_id': '1311694293258600453', 'username': 'BrianvLowe'}",,,,
1468001348142645251,1467877718171729921,2021-12-06 18:36:10 EST,2021-12-06,18:36:10,-0400,91799361,stuntshooter,kevin szabo,,"@KathyDu19585540 @realLizUSA I’ve had all 3 of the bullshit vaccines and had Covid 4 times, it doesn’t do shit. Btw 50% more of a .03% death rate isn’t that bad. Of course the doctors keep telling me it’s a coincidence. Just like it’s a coincidence all those paper ballots showed up in the middle of the nite",en,"['kathydu19585540', 'reallizusa']",[],[],0,0,0,[],[],https://twitter.com/stuntshooter/status/1468001348142645251,,,0,,,,,,,,"{'user_id': '1418982494267904005', 'username': 'KathyDu19585540'}",,,,
1467999860334882817,1467999860334882817,2021-12-06 18:30:15 EST,2021-12-06,18:30:15,-0400,702369722143211520,sirkulangka17,John Law 🏴,,"Let's be realistic. 

When the pandemic start until before the vaccine give to citizens we don't see any nation with the death rate rising so high. 

Let's see after this, what gonna be happen.",en,[],[],[],0,0,0,[],[],https://twitter.com/sirkulangka17/status/1467999860334882817,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1467998867949907968,1467529325146611715,2021-12-06 18:26:18 EST,2021-12-06,18:26:18,-0400,3107408184,torrancebernie,Trent,,@matticareforall @CryanGrim @Polikarpov_I5 Maybe you should look at childhood death rate before the vaccine. The numbers would say different.,en,"['matticareforall', 'cryangrim', 'polikarpov_i5']",[],[],2,0,0,[],[],https://twitter.com/TorranceBernie/status/1467998867949907968,,,0,,,,,,,,"{'user_id': '15861147', 'username': 'matticareforall'}",,,,
1467996233281245187,1466796570377175042,2021-12-06 18:15:50 EST,2021-12-06,18:15:50,-0400,22870596,clairerachel,Claire Rachel,,@thenovapress @JordanSchachtel @LisaMarieBoothe Of course it was. Vaccine reduces death rate ten fold. And conservative areas are seeing a higher rate. Go figure.,en,"['thenovapress', 'jordanschachtel', 'lisamarieboothe']",[],[],0,0,0,[],[],https://twitter.com/ClaireRachel/status/1467996233281245187,,,0,,,,,,,,"{'user_id': '1289094528519901184', 'username': 'thenovapress'}",,,,
1467995728299450371,1467664470163918849,2021-12-06 18:13:50 EST,2021-12-06,18:13:50,-0400,1414349696458395652,momlanomandates,angele,,@1320Fastback @KTLA No long term data. Still under EUO. Adverse reactions reported in VAERS.  Death rate for children from Covid is close to zero.  I would answer that parents don’t yet have the assurance that the vaccine is safer than getting COVID (for their child).,en,"['1320fastback', 'ktla']",[],[],0,0,0,[],[],https://twitter.com/MomLAnomandates/status/1467995728299450371,,,0,,,,,,,,"{'user_id': '312455861', 'username': '1320Fastback'}",,,,
1467995153323462657,1467863850087235591,2021-12-06 18:11:33 EST,2021-12-06,18:11:33,-0400,763109000095334400,heather_reindl,Heather R,,"@Yomommawantsme1 @TheMMQBL @BadCOVID19Takes It’s a safe vaccine. That doesn’t mean zero chance of any reactions. There have been very rare, and primarily minimal adverse reactions.

Do you want to compare the safety of the vaccine to the “safety” of contracting a disease w 2% death rate &amp; up to 20% long-term health issues?",en,"['yomommawantsme1', 'themmqbl', 'badcovid19takes']",[],[],1,0,0,[],[],https://twitter.com/heather_reindl/status/1467995153323462657,,,0,,,,,,,,"{'user_id': '1279550580050939904', 'username': 'Yomommawantsme1'}",,,,
1467990234231185416,1467909238181797895,2021-12-06 17:52:00 EST,2021-12-06,17:52:00,-0400,2700490890,phil08732883,Lukashenko Doncic,,@PatriotCorner @NPR In the US the answer is 5. 5 total deaths from the J&amp;J vaccine. 5 deaths out of 15million doses. F-I-V-E. For moderna and Pfizer the number is 0. So FIVE deaths out of 470 million doses. Death rate for vaccine is 5/470000000. You have a .000001% chance of dying from the vaccine.,en,"['patriotcorner', 'npr']",[],[],0,0,1,[],[],https://twitter.com/phil08732883/status/1467990234231185416,,,0,,,,,,,,"{'user_id': '46002396', 'username': 'PatriotCorner'}",,,,
1467988706543996928,1467263385259724800,2021-12-06 17:45:56 EST,2021-12-06,17:45:56,-0400,1111255293420285952,mikeygoldthorp,Mikey Goldthorp,,"@NeiloCardiff @andypandy44 @jemdunford1967 @McGiff Death rate for under 18s is 0.006% - I expect vaccines for children with comorbities would be effective in reducing that. I'm not dismissing vaccines, but question the obsession with ubiquitous vaccination when it isn't reducing transmission and lung-term effects are unknown",en,"['andypandy44', 'jemdunford1967', 'mcgiff']",[],[],0,0,0,[],[],https://twitter.com/MikeyGoldthorp/status/1467988706543996928,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1467985382323245067,1467873320146198528,2021-12-06 17:32:43 EST,2021-12-06,17:32:43,-0400,1377244889885343747,francisdaviddu4,Francis David Durand,,@ThatBrianMoran @junges_go_nom @washingtonpost At the current death rate the number of COVID deaths under Biden will exceed those under Trump  in only a few weeks AND Biden has the vaccines developed at record speed by Trump.,en,"['thatbrianmoran', 'junges_go_nom', 'washingtonpost']",[],[],1,0,0,[],[],https://twitter.com/FrancisDavidDu4/status/1467985382323245067,,,0,,,,,,,,"{'user_id': '2811319523', 'username': 'ThatBrianMoran'}",,,,
1467982696299188224,1467982696299188224,2021-12-06 17:22:03 EST,2021-12-06,17:22:03,-0400,3531995292,emily_flies,Emily Johnston Flies,,"In the US, counties that voted for #Trump have lower vaccine rate and DOUBLE the COVID DEATH RATE as counties that voted for Biden. To correct the misinformation: the virus is real, &amp; vaccines, masks and social distancing prevent deaths. https://t.co/NbAkv3nEuY",en,[],['https://www.npr.org/sections/health-shots/2021/12/05/1059828993/data-vaccine-misinformation-trump-counties-covid-death-rate'],[],0,0,2,['trump'],[],https://twitter.com/Emily_Flies/status/1467982696299188224,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1467977905087074308,1467977905087074308,2021-12-06 17:03:00 EST,2021-12-06,17:03:00,-0400,59868227,vaccinationmyth,The Vaccination Myth,,"UK data spells it out: While those “vaccines” ARE NOT reducing COVID deaths, they ARE GROWING THE DEATH RATE OVERALL https://t.co/Umr8T7k5Bt",en,[],['https://buff.ly/3cQ5rxh'],[],0,0,1,[],[],https://twitter.com/vaccinationmyth/status/1467977905087074308,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
