id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1477065687503802368,1474559757344145408,2021-12-31 18:54:37 EST,2021-12-31,18:54:37,-0400,255183979,deblem2,d lemus,,@EerjkMcRaeOF @Westyx_ @nairnzy A true vaccine imparts immunity. When something mitigates the effects of a disease it a therapy. In this case a poorly tested gene therapy,en,"['eerjkmcraeof', 'westyx_', 'nairnzy']",[],[],1,0,1,[],[],https://twitter.com/deblem2/status/1477065687503802368,,,0,,,,,,,,"{'user_id': '1436992904837283858', 'username': 'EerjkMcRaeOF'}",,,,
1477061612305625089,1476620786895101956,2021-12-31 18:38:25 EST,2021-12-31,18:38:25,-0400,1447924088631136266,tigershen069,Retro Geek RocknRolla,,"@SmokinBat @jva2451 @CrushSparkle @Lukewearechange That's exactly how it works. DNA resides in the nucleus, and that vaccine doesn't enter it at any moment. No matter how much you squeak, it's not gene therapy. You're wrong.",en,"['smokinbat', 'jva2451', 'crushsparkle', 'lukewearechange']",[],[],0,0,0,[],[],https://twitter.com/TigerShen069/status/1477061612305625089,,,0,,,,,,,,"{'user_id': '3501337872', 'username': 'SmokinBat'}",,,,
1477059218427375617,1477059218427375617,2021-12-31 18:28:54 EST,2021-12-31,18:28:54,-0400,1107004848489168896,zoestele,Zoe Stele,,"For a start, it's not a vaccine. It's MRA gene 'therapy'.",en,[],[],[],0,0,0,[],[],https://twitter.com/ZoeStele/status/1477059218427375617,,https://twitter.com/PaulAndersonNE6/status/1476872537644621826,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1477057172186054659,1477057172186054659,2021-12-31 18:20:46 EST,2021-12-31,18:20:46,-0400,1463645471340126211,oldcestrian,Old Albion,,"They're not ""vaccine passports,"" they're movement licenses. It's not a vaccine, it's experimental gene therapy. ""Lockdown"" is at best completely pointless universal medical isolation and at worst ubiquitous public incarceration.

Call things what they are, not their euphemisms.",en,[],[],[],1,0,0,[],[],https://twitter.com/OldCestrian/status/1477057172186054659,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1477057108118065152,1477057108118065152,2021-12-31 18:20:31 EST,2021-12-31,18:20:31,-0400,1271496558203342849,crossredand,RedandWhiteCross #KBF,,"They're not ""vaccine passports,"" they're movement licenses. It's not a vaccine, it's experimental gene therapy. ""Lockdown"" is at best completely pointless universal medical isolation and at worst ubiquitous public incarceration. Call things what they are, not their euphemisms.",en,[],[],[],0,0,1,[],[],https://twitter.com/CrossRedand/status/1477057108118065152,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1477055581315735552,1476965429348544518,2021-12-31 18:14:27 EST,2021-12-31,18:14:27,-0400,1252297993207771144,valetvespa,VespaValet,,@Austin60922385 @SS47384002 @World_ly @Novavax It's also worth having an option that might be able convince some vaccine skeptics.   I personally know a handful of folks that are not anti-vax they're just anti-gene therapy.,en,"['austin60922385', 'world_ly', 'novavax']",[],[],2,0,9,[],[],https://twitter.com/ValetVespa/status/1477055581315735552,,,0,,,,,,,,"{'user_id': '1285569606741106689', 'username': 'Austin60922385'}",,,,
1477055573824839686,1476872537644621826,2021-12-31 18:14:25 EST,2021-12-31,18:14:25,-0400,1298629502164013056,thoremius,Thoremius,,"@PaulAndersonNE6 It's not a vaccine, its gene therapy.",en,['paulandersonne6'],[],[],0,0,0,[],[],https://twitter.com/thoremius/status/1477055573824839686,,,0,,,,,,,,"{'user_id': '970597053792423936', 'username': 'PaulAndersonNE6'}",,,,
1477052664647073792,1476996342287269888,2021-12-31 18:02:52 EST,2021-12-31,18:02:52,-0400,1067668201486475264,citw_,Caught in the Web,,"@jsparklin27 @vancecrofoot @joerogan OK, tell me, where do you go to get accurate vaccine injury information? we have to be monitoring it somewhere right? Especially for the new gene therapy technology right?",en,"['jsparklin27', 'vancecrofoot', 'joerogan']",[],[],1,0,0,[],[],https://twitter.com/CITW_/status/1477052664647073792,,,0,,,,,,,,"{'user_id': '26328388', 'username': 'jsparklin27'}",,,,
1477051864902475778,1476576399167262721,2021-12-31 17:59:41 EST,2021-12-31,17:59:41,-0400,1458881728601337858,thinker9back,ThinkerThinker9back,,"@gfin240 @DannyMasion @peRFectTennisUK @Vala_Mal_Doran9 @MattGunner32 @pavyg I am pro traditional vaccinations having had all my childhood and adult vaccinations. However I am against the New Covid/Variant trial gene therapy mRNA ""vaccines"". This is my informed choice. I support the choice of the individual  to be jabbed or not.",en,"['gfin240', 'dannymasion', 'perfecttennisuk', 'vala_mal_doran9', 'mattgunner32', 'pavyg']",[],[],0,0,0,[],[],https://twitter.com/thinker9back/status/1477051864902475778,,,0,,,,,,,,"{'user_id': '2651990829', 'username': 'gfin240'}",,,,
1477048458175389697,1476996342287269888,2021-12-31 17:46:09 EST,2021-12-31,17:46:09,-0400,1067668201486475264,citw_,Caught in the Web,,"@vancecrofoot @jsparklin27 @joerogan Experts are still concerned about the safety of the nano particles because they can pass through the blood brain barrier and the real risk lies in the spike protein that is produced from the coding of the mRNA. What you described is gene therapy, not a vaccine btw.",en,"['vancecrofoot', 'jsparklin27', 'joerogan']",[],[],2,0,0,[],[],https://twitter.com/CITW_/status/1477048458175389697,,,0,,,,,,,,"{'user_id': '865840293404213248', 'username': 'vancecrofoot'}",,,,
