id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1472696526275293190,1472622532641492993,2021-12-19 17:33:07 EST,2021-12-19,17:33:07,-0400,1353394775794266112,jon85943072,Smedly007,,"@WakeUp1776USA @mtgreenee “Pfizer COVID-19 vaccine recipients had a mortality rate of 4.2 deaths per 1,000 vaccinated people per year after first dose, and 3.5 deaths after second dose.The unvaccinated comparison group had a mortality rate of 11.1 deaths per 1,000 people per year.”
https://t.co/0f6bymcqBx",en,"['wakeup1776usa', 'mtgreenee']",['https://about.kaiserpermanente.org/our-story/health-research/news/mortality-study-reinforces-safety-of-covid-19-vaccinations'],[],0,0,0,[],[],https://twitter.com/Jon85943072/status/1472696526275293190,,,0,,,,,,,,"{'user_id': '1072992894', 'username': 'WakeUp1776USA'}",,,,
1472694889754337281,1472622532641492993,2021-12-19 17:26:37 EST,2021-12-19,17:26:37,-0400,1353394775794266112,jon85943072,Smedly007,,"@WakeUp1776USA @mtgreenee “Pfizer COVID-19 vaccine recipients had a mortality rate of 4.2 deaths per 1,000 vaccinated people per year after first dose, and 3.5 deaths after second dose.The unvaccinated comparison group had a mortality rate of 11.1 deaths per 1,000 people per year.”
https://t.co/0f6bymcqBx",en,"['wakeup1776usa', 'mtgreenee']",['https://about.kaiserpermanente.org/our-story/health-research/news/mortality-study-reinforces-safety-of-covid-19-vaccinations'],[],0,0,0,[],[],https://twitter.com/Jon85943072/status/1472694889754337281,,,0,,,,,,,,"{'user_id': '1072992894', 'username': 'WakeUp1776USA'}",,,,
1472689421791150080,1472622532641492993,2021-12-19 17:04:54 EST,2021-12-19,17:04:54,-0400,1353394775794266112,jon85943072,Smedly007,,"@WakeUp1776USA @mtgreenee ""Pfizer COVID-19 vaccine recipients had a mortality rate of 4.2 deaths per 1,000 vaccinated people per year after first dose, and 3.5 deaths after second dose.
The unvaccinated comparison group had a mortality rate of 11.1 deaths per 1,000 people per year.""https://t.co/0f6bymcqBx",en,"['wakeup1776usa', 'mtgreenee']",['https://about.kaiserpermanente.org/our-story/health-research/news/mortality-study-reinforces-safety-of-covid-19-vaccinations'],[],2,0,0,[],[],https://twitter.com/Jon85943072/status/1472689421791150080,,,0,,,,,,,,"{'user_id': '1072992894', 'username': 'WakeUp1776USA'}",,,,
1472616856406179851,1472616856406179851,2021-12-19 12:16:33 EST,2021-12-19,12:16:33,-0400,2744205720,grumpyoldkiwi,.,,Covid-19: Coroner investigating after autopsy links Dunedin man's death to 'very rare' side effect of Pfizer vaccine https://t.co/jiuLiyScwN,en,[],['https://www.stuff.co.nz/national/health/coronavirus/127324992/covid19-coroner-investigating-after-autopsy-links-dunedin-mans-death-to-very-rare-side-effect-of-pfizer-vaccine'],[],0,0,0,[],[],https://twitter.com/grumpyoldkiwi/status/1472616856406179851,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1472599247518244866,1472248249604055050,2021-12-19 11:06:34 EST,2021-12-19,11:06:34,-0400,1453487056512974856,realsamdata,SamData......... Please retweet to spread the news,,"@rough_369 @SkiptomyLoulou The highly-anticipated Pfizer’s safety and efficacy study of the BNT162b2 mRNA COVID-19 vaccine is finally out. After six months of monitoring over 45,000 patients, the study found that there were 21 deaths in the vaccine group and 14 deaths in the unvaccinated placebo group.",en,"['rough_369', 'skiptomyloulou']",[],[],0,0,0,[],[],https://twitter.com/RealSamData/status/1472599247518244866,,,0,,,,,,,,"{'user_id': '1467782305896931329', 'username': 'rough_369'}",,,,
1472594878454509580,1472594878454509580,2021-12-19 10:49:13 EST,2021-12-19,10:49:13,-0400,356728123,wtf_1234567890a,Noname,,"“Over the past week, three children have died following their vaccination with the Pfizer Covid-19 vaccine in Bac Giang, Hanoi and Binh Phuoc. The cause of death has been determined as ""overreaction #NoVaccineMandates Who is responsible for the loss of these lives  @India_NHRC",en,['india_nhrc'],[],[],0,0,0,['novaccinemandates'],[],https://twitter.com/WTF_1234567890a/status/1472594878454509580,,https://twitter.com/c400_t/status/1399323154745466882,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1472591152293588997,1472591152293588997,2021-12-19 10:34:24 EST,2021-12-19,10:34:24,-0400,41640982,tazalot1981,JJ🇮🇪 (GETTR @jjxxx),,Covid-19: Coroner investigating after autopsy links Dunedin man's death to 'very rare' side effect of Pfizer vaccine | https://t.co/PDWtq1iPIT https://t.co/XNIbxRo0lT,en,[],"['http://Stuff.co.nz', 'https://www.stuff.co.nz/national/health/coronavirus/127324992/covid19-coroner-investigating-after-autopsy-links-dunedin-mans-death-to-very-rare-side-effect-of-pfizer-vaccine']",[],0,1,2,[],[],https://twitter.com/tazalot1981/status/1472591152293588997,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1472570761374322693,1472570761374322693,2021-12-19 09:13:23 EST,2021-12-19,09:13:23,-0400,1423751568,monero_sith,"Bane (🇷🇺, 🇭🇺, 🇫🇷)",,"Vaccines don't prevent getting sick from COVID-19 and don't prevent transmission of the virus. 
Absolute efficacy is between 1 and 2% for the Pfizer shot. In a small % of the cases, the vaccine can cause inflammation of the heart, thrombosis and death
 https://t.co/UrpOOMXlh6",en,[],['https://twitter.com/i/events/1362443308132261893'],[],0,1,1,[],[],https://twitter.com/monero_sith/status/1472570761374322693,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1472494219398987776,1472494219398987776,2021-12-19 04:09:14 EST,2021-12-19,04:09:14,-0400,93457048,ietjefietje,Ietjefietje,,Covid-19: Coroner investigating after autopsy links Dunedin man's death to 'very rare' side effect of Pfizer vaccine https://t.co/AtUB7x6bzg,en,[],['https://www.stuff.co.nz/national/health/coronavirus/127324992/covid19-coroner-investigating-after-autopsy-links-dunedin-mans-death-to-very-rare-side-effect-of-pfizer-vaccine'],[],0,0,0,[],[],https://twitter.com/ietjefietje/status/1472494219398987776,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1472485341785309186,1472485341785309186,2021-12-19 03:33:57 EST,2021-12-19,03:33:57,-0400,32849119,pip_kc,Pippa Cunningham,,Covid-19: Coroner investigating after autopsy links Dunedin man's death to 'very rare' side effect of Pfizer vaccine https://t.co/CHIkWeHMAv,en,[],['https://www.stuff.co.nz/national/health/coronavirus/127324992/covid19-coroner-investigating-after-autopsy-links-dunedin-mans-death-to-very-rare-side-effect-of-pfizer-vaccine'],[],0,0,0,[],[],https://twitter.com/Pip_kc/status/1472485341785309186,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1472471132309655557,1472471132309655557,2021-12-19 02:37:29 EST,2021-12-19,02:37:29,-0400,18930666,annasharper,AnnaSHarper,,Condolences Ashleigh. Maybe information of potential side effects at time of Vaccine? Covid-19: Coroner investigating after autopsy links Dunedin man's death to 'very rare' side effect of Pfizer vaccine https://t.co/wSHxyGbHcT,en,[],['https://www.stuff.co.nz/national/health/coronavirus/127324992/covid19-coroner-investigating-after-autopsy-links-dunedin-mans-death-to-very-rare-side-effect-of-pfizer-vaccine'],[],0,0,0,[],[],https://twitter.com/AnnaSHarper/status/1472471132309655557,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1472470701244403713,1472470388588355584,2021-12-19 02:35:47 EST,2021-12-19,02:35:47,-0400,1393640290569887746,pedropetroniusz,Pedro Petroniusz,,"„The VAERS database showed a total of 16,880 adverse event reports against the Pfizer Covid-19 vaccine among children aged 6-17. These included 5,161 emergency room visits, 1,365 hospitalisations, 264 life threatening events, 120 permanent disabilities, and 29 deaths.”",en,[],[],[],0,0,1,[],[],https://twitter.com/PedroPetroniusz/status/1472470701244403713,,,0,,,,,,,,"{'user_id': '1393640290569887746', 'username': 'PedroPetroniusz'}",,,,
1472433866744889347,1472433866744889347,2021-12-19 00:09:24 EST,2021-12-19,00:09:24,-0400,742330387817365504,newssummedupnz,News SummedUp NZ,,"Covid-19: Coroner investigating after autopsy links Dunedin man's death to 'very rare' side effect of Pfizer vaccine
 https://t.co/e6Oo4vXqJB",en,[],['http://www.newssummedup.com/a/a4epge'],[],0,0,0,[],[],https://twitter.com/newssummedupNZ/status/1472433866744889347,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1472429193740767233,1472429193740767233,2021-12-18 23:50:50 EST,2021-12-18,23:50:50,-0400,1377002733400518659,steve10475343,Steve,,"Extremely concerning.

Covid-19: Coroner investigating after autopsy links Dunedin man's death to 'very rare' side effect of Pfizer vaccine https://t.co/fddVDgn2Zn",en,[],['https://www.stuff.co.nz/national/health/coronavirus/127324992/covid19-coroner-investigating-after-autopsy-links-dunedin-mans-death-to-very-rare-side-effect-of-pfizer-vaccine'],[],0,0,1,[],[],https://twitter.com/Steve10475343/status/1472429193740767233,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1472426856288710661,1472426856288710661,2021-12-18 23:41:33 EST,2021-12-18,23:41:33,-0400,1377002733400518659,steve10475343,Steve,,"No surprises there.

Covid-19: Coroner investigating after autopsy links Dunedin man's death to 'very rare' side effect of Pfizer vaccine https://t.co/fddVDgn2Zn",en,[],['https://www.stuff.co.nz/national/health/coronavirus/127324992/covid19-coroner-investigating-after-autopsy-links-dunedin-mans-death-to-very-rare-side-effect-of-pfizer-vaccine'],[],0,0,0,[],[],https://twitter.com/Steve10475343/status/1472426856288710661,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1472417733409062915,1441665736309547015,2021-12-18 23:05:18 EST,2021-12-18,23:05:18,-0400,540300620,mpc_xetts,MPC,,"@Darren69381376 This is a rare side effect of the AstraZeneca COVID-19 vaccine. It can be very serious and can cause long-term disability and death. The Pfizer and Moderna COVID-19 vaccines are not associated with a risk of TTS. https://t.co/CwWKIJzU5W

wrong again champ 🤣",en,['darren69381376'],['https://www.health.gov.au/sites/default/files/documents/2021/09/patient-information-sheet-on-astrazeneca-covid-19-vaccine-and-thrombosis-with-thrombocytopenia-syndrome-tts.pdf'],[],0,0,0,[],[],https://twitter.com/mpc_xetts/status/1472417733409062915,,,0,,,,,,,,"{'user_id': '1302116067452416001', 'username': 'Darren69381376'}",,,,
1472416588892618755,1472416588892618755,2021-12-18 23:00:45 EST,2021-12-18,23:00:45,-0400,324914276,einpfizernews,EIN Presswire: Pfizer Newswire,,Covid-19: Coroner investigating after autopsy links Dunedin man's death to 'very rare' side effect of Pfizer vaccine https://t.co/CU1lBmqj42,en,[],['http://s.einnews.com/z6TtbZgJZL'],[],0,0,0,[],[],https://twitter.com/EINPfizerNews/status/1472416588892618755,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1472361864877203458,1472349063219761153,2021-12-18 19:23:18 EST,2021-12-18,19:23:18,-0400,1447370826119012353,eventheugly,KeepingItReal,,"@SteveZakszewski @SenTedCruz If you need to blame someone for Covid deaths, look no further than Dr. Fauci and Pfizer.  If it wasn’t for their mass vaccine campaign, Covid-19 would have ended long ago via herd immunity.  Non neutralizing vaccines result in endless infection cycles.",en,"['stevezakszewski', 'sentedcruz']",[],[],0,0,8,[],[],https://twitter.com/eventheugly/status/1472361864877203458,,,0,,,,,,,,"{'user_id': '1446145076527239175', 'username': 'SteveZakszewski'}",,,,
