id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1345337831225483264,1345337831225483264,2021-01-02 06:55:08 EST,2021-01-02,06:55:08,-0400,281522957,k3books,K3,,"@BillGates has failed to understand that the key to fighting global diseases is not vaccines. its nutrition. 

Longer Sleep is why children are not affected by covid 19
Low vitamin D is why black and Asian are 3 times more likely to die of covid.
and
Diabetes blocks vitamin  D https://t.co/EjKJm9xHah",en,['billgates'],[],['https://pbs.twimg.com/media/EquZoJcXIAEMhUk.jpg'],0,0,0,[],[],https://twitter.com/k3books/status/1345337831225483264,,,1,https://pbs.twimg.com/media/EquZoJcXIAEMhUk.jpg,,,,,,,"{'user_id': '50393960', 'username': 'BillGates'}",,,,
1345164498118832134,1345158326762532870,2021-01-01 19:26:22 EST,2021-01-01,19:26:22,-0400,909002008576786433,jeffersonal007,alan jefferson,,@KamalaHarris @DouglasEmhoff If 5g was cancelled there would be no need for a vaccine for covid 19 20 or 21 all people with any medical or physical problems become more likely to become victims of Corona  rather like more cancer clusters the more children will die. Power plants and power lines causes cancer.,en,"['kamalaharris', 'douglasemhoff']",[],[],0,0,0,[],[],https://twitter.com/jeffersonal007/status/1345164498118832134,,,0,,,,,,,,"{'user_id': '30354991', 'username': 'KamalaHarris'}",,,,
1345133486882099202,1345133486882099202,2021-01-01 17:23:09 EST,2021-01-01,17:23:09,-0400,2670636555,eos_esoterica,Eos Esoterica 🇺🇦🌻♠️🤍👾,,"Oh boy, my mom is mired in right-wing conspiracy theories and I can’t counter with science at all. So my grandma didn’t die of COVID, the vaccine is not safe and we need to be vigilant against the new curriculum that’s going to brainwash our children into socialism and communism. https://t.co/sfPmxK4PZL",en,[],[],['https://pbs.twimg.com/tweet_video_thumb/Eqrfxi7W4AAQJZS.jpg'],9,0,20,[],[],https://twitter.com/eos_esoterica/status/1345133486882099202,,,1,https://pbs.twimg.com/tweet_video_thumb/Eqrfxi7W4AAQJZS.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1345104724417101824,1345028589234753536,2021-01-01 15:28:51 EST,2021-01-01,15:28:51,-0400,399212420,superevansmath,Super Evans Math (she/her),,"@buffalo_butt @KTMcCormick2 @ImMeWhoUdoe @wjmaggos @Cleavon_MD @MarchForScience Smallpox and polio beg to differ. Herd immunity for COVID without the vaccine isn’t possible with the current strains. I suppose eventually it could mutate and become that way, but most people will die from the new more contagious (even in children) strain before then.",en,"['buffalo_butt', 'ktmccormick2', 'immewhoudoe', 'wjmaggos', 'cleavon_md', 'marchforscience']",[],[],3,0,1,[],[],https://twitter.com/SuperEvansMath/status/1345104724417101824,,,0,,,,,,,,"{'user_id': '1196299727677079558', 'username': 'buffalo_butt'}",,,,
1345083751420858370,1345083751420858370,2021-01-01 14:05:31 EST,2021-01-01,14:05:31,-0400,1156694457921822725,fred4reform,Fred Williams,,"So much for the claim children are safer from Covid than adults as child, 8, dies. Meanwhile hospital staff are being asked to cancel leave, Nightingale hospitals are being readied despite the lack of staff and the vaccines are in short supply.
https://t.co/1HCQbzS9Yd",en,[],['https://news.sky.com/story/covid-19-uk-cases-rise-by-53-285-with-613-more-deaths-recorded-12176904'],[],2,2,1,[],[],https://twitter.com/fred4reform/status/1345083751420858370,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1346204243905159175,1346199981053661184,2021-01-04 16:17:57 EST,2021-01-04,16:17:57,-0400,3674375489,njnadine1975,Nadine,,"@Keir_Starmer Please ask the government why there are no plans to vaccinate under 50’s? We know this variant is more transmissible - we may not die but long Covid is a concern, and who is going to work and caring for the children and parents if we are all sick? More vaccines needed urgently!",en,['keir_starmer'],[],[],1,0,0,[],[],https://twitter.com/NJNadine1975/status/1346204243905159175,,,0,,,,,,,,"{'user_id': '2425571623', 'username': 'Keir_Starmer'}",,,,
1345862924225667075,1344620439767666688,2021-01-03 17:41:40 EST,2021-01-03,17:41:40,-0400,335494047,jopo_dr,Joanna Poole 💙,,"@michade1 @SirBasilBrush Healthy people who have no reason other than covid (a preventable disease!) to die and deprive their families and children of them for several decades they'd otherwise share, and all for the sake of waiting a few more weeks to get the vaccines done.",en,"['michade1', 'sirbasilbrush']",[],[],1,0,1,[],[],https://twitter.com/Jopo_dr/status/1345862924225667075,,,0,,,,,,,,"{'user_id': '335494047', 'username': 'Jopo_dr'}",,,,
1345818474287947778,1345711540733931520,2021-01-03 14:45:03 EST,2021-01-03,14:45:03,-0400,978789361943801858,cherylbluewave,🇺🇦🌻Cheryl🌻🇺🇦 I Stand With Ukraine Слава Укра,,"@sdr_medco I'll be candid. At first, due to the speed of development, I hadn't wanted the vaccine.
Now, with reassurances of Dr. Gupta &amp; Dr. Fauci, I want it  ASAP for us since my children would likely die from COVID.
FL distribution bungled, we aren't likely candidates until late Spring. https://t.co/KXxGWYkKfY",en,[],[],['https://pbs.twimg.com/tweet_video_thumb/Eq1OxEoWMAgXu4w.jpg'],1,0,0,[],[],https://twitter.com/CherylBlueWave/status/1345818474287947778,,,1,https://pbs.twimg.com/tweet_video_thumb/Eq1OxEoWMAgXu4w.jpg,,,,,,,"{'user_id': '1113259788', 'username': 'srh_medco'}",,,,
1345811474103627777,1345785597991006209,2021-01-03 14:17:14 EST,2021-01-03,14:17:14,-0400,1272870600206401536,patch_summer,SummerPatch,,"@RWoody1995 @Iwontcalmdown @JoThomps1 @IanJamesSeale @JeremyClarkson And thats also despite flu vaccines being given to vulnerable.people each year.
Many more children die of flu than covid 19.",en,"['rwoody1995', 'iwontcalmdown', 'jothomps1', 'ianjamesseale', 'jeremyclarkson']",[],[],0,0,0,[],[],https://twitter.com/patch_summer/status/1345811474103627777,,,0,,,,,,,,"{'user_id': '609675924', 'username': 'RWoody1995'}",,,,
1345811448379924483,1343905988009668609,2021-01-03 14:17:07 EST,2021-01-03,14:17:07,-0400,28588811,andrewrodaway,Andrew Rodaway,,"@1111Layne @MelFarnwalt @YFan914 No, if you are allergen-sensitive anything can set you off. Vaccines are designed to minimise it. My sister in law is a doctor on a Covid ICU and  has a lot of serious allergies. She  chose to have the vaccine, having watched a lot of children die of C19. One bad day only.",en,"['melfarnwalt', 'yfan914']",[],[],0,0,0,[],[],https://twitter.com/AndrewRodaway/status/1345811448379924483,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
