id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1240343751270092800,1239547236427501570,2020-03-18 14:26:09 EDT,2020-03-18,14:26:09,-0400,5999452,innov8ion,DavidGoldstick.eth,,"Quercetin is a powerful immune booster and broad-spectrum antiviral. It also inhibits the release of pro-inflammatory cytokines, which may be beneficial since serious COVID-19 infection and subsequent death appears to be due to cytokine storm activity. https://t.co/IGD8A6UKQL",en,[],['https://articles.mercola.com/sites/articles/archive/2020/03/16/quercetin-vitamin-d-coronavirus-prevention.aspx'],[],0,0,0,[],[],https://twitter.com/innov8ion/status/1240343751270092800,,,0,,,,,,,,"{'user_id': '5999452', 'username': 'innov8ion'}",,,,
1260702612237676545,1260702608999645185,2020-05-13 18:45:00 EDT,2020-05-13,18:45:00,-0400,967884279475662849,originofdiseas1,originofdisease,,"and is beneficial in chronic “inflammatory” diseases. Gamma globulin is an immune booster. Clinical trials examining the benefit of early treatment of covid-19, using a variety of available medications, alone or in combination, seem appropriate.",en,[],[],[],0,0,0,[],[],https://twitter.com/originofdiseas1/status/1260702612237676545,,,0,,,,,,,,"{'user_id': '967884279475662849', 'username': 'originofdiseas1'}",,,,
1263028003199684608,1262825657827909632,2020-05-20 04:45:16 EDT,2020-05-20,04:45:16,-0400,1670213508,drsafiqul,Dr. Safiqul Islam MD(Hom),,"@himantabiswa @Pijush_hazarika Sir, I as a homoeopathic doctor request you to allow ARSENICUM ALBUM 30 as preventive or as immunity booster against COVID 19.... Please sir allow it in quarantine centres and among general public.... It will be beneficial .... We are ready to work under your good leadership...",en,"['himantabiswa', 'pijush_hazarika']",[],[],0,0,0,[],[],https://twitter.com/DrSafiqul/status/1263028003199684608,,,0,,,,,,,,"{'user_id': '131188226', 'username': 'himantabiswa'}",,,,
1265975019143925760,1265936205876617216,2020-05-28 07:55:39 EDT,2020-05-28,07:55:39,-0400,1670213508,drsafiqul,Dr. Safiqul Islam MD(Hom),,"@himantabiswa Sir, please allow homoeopathic medicine ARS ALB 30 as per direction of CCRH, GoI, Ministry of AYUSH as IMMUNITY BOOSTER against COVID 19 at least for the people at quarantine centres. Hopefully it will beneficial. Many states has already allowed for their respective peoples.",en,['himantabiswa'],[],[],1,19,39,[],[],https://twitter.com/DrSafiqul/status/1265975019143925760,,,0,,,,,,,,"{'user_id': '131188226', 'username': 'himantabiswa'}",,,,
1265947160807432193,1265947160807432193,2020-05-28 06:04:57 EDT,2020-05-28,06:04:57,-0400,966290150,salian_c,K C Salian,,"@Ach_Balkrishna a few suggestions for Patanjali products
1) deepam oil/ diya oil
2) natural and organic hair colour
3) immunity booster in times of COVID
4) a cigerette like stick which is beneficial and not harmful",en,['ach_balkrishna'],[],[],0,0,0,[],[],https://twitter.com/salian_c/status/1265947160807432193,,,0,,,,,,,,"{'user_id': '363585946', 'username': 'Ach_Balkrishna'}",,,,
1275487454946947074,1275484884803469319,2020-06-23 13:54:41 EDT,2020-06-23,13:54:41,-0400,2383393250,wcoast777,E.Hutchins,,"@MollyJongFast Recent MMR booster vaccine may be beneficial to recovery for those who contract COVID-19.

https://t.co/qphI3TvXe3",en,['mollyjongfast'],['https://www.iflscience.com/health-and-medicine/mmr-booster-could-protect-covid-patients-from-worst-symptoms-of-the-disease/'],[],0,0,0,[],[],https://twitter.com/wcoast777/status/1275487454946947074,,,0,,,,,,,,"{'user_id': '14298769', 'username': 'MollyJongFast'}",,,,
1325963440347901952,1325963440347901952,2020-11-09 19:48:14 EST,2020-11-09,19:48:14,-0400,978735902859112448,adnansark,AdnansArk,,Hmm .. looking for immune booster stocks that are in the midst of proving that it has been beneficial in helping people recover post Covid. The only one that comes to mind is GHSI .. but it's toxic right now,en,[],[],[],8,0,4,[],[],https://twitter.com/AdnansArk/status/1325963440347901952,,https://twitter.com/BW/status/1325885267383881729,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1331438820370223106,1331435644631937025,2020-11-24 22:25:26 EST,2020-11-24,22:25:26,-0400,341771044,drjinrussell,Jin Russell,,"@BobbyMiller202 @SiouxsieW Theoretically yes, having a second vaccine could be beneficial and could act like a booster to an already primed immune system I would think. But realistically given that COVID-19 vaccines will be a limited resource, I don’t think this option will be available",en,"['bobbymiller202', 'siouxsiew']",[],[],1,0,3,[],[],https://twitter.com/DrJinRussell/status/1331438820370223106,,,0,,,,,,,,"{'user_id': '996160763831107586', 'username': 'BobbyMiller202'}",,,,
1335717787923329029,1335717787923329029,2020-12-06 17:48:31 EST,2020-12-06,17:48:31,-0400,1196960741481484289,mrsladyche,✨ChèLaila✨,,"During the summer I took a couple of turmeric immune booster shot orders and I’m going to only take a few again. Flu season is here and covid ain’t letting up. Limited time offer, plus turmeric isn’t cheap but it’s beyond beneficial.",en,[],[],[],0,0,0,[],[],https://twitter.com/MrsLadyche/status/1335717787923329029,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1353503949920161794,1353503949920161794,2021-01-24 19:44:23 EST,2021-01-24,19:44:23,-0400,544820477,jjwillits,Jeff,,"It’s been over 24 hours and my arm still hurts from that COVID-19 vaccine. Yeah sure, vaccines are beneficial for the individual and society etc etc, but I hate that anxiety leading up to it. To make it worse, there’s that second booster shot to deal with. Wonderful. https://t.co/fw3JDc4dZa",en,[],[],['https://pbs.twimg.com/media/EsicquVVcAALBXn.jpg'],0,0,0,[],[],https://twitter.com/JJWillits/status/1353503949920161794,,,1,https://pbs.twimg.com/media/EsicquVVcAALBXn.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1356575912440037378,1356575910615465986,2021-02-02 07:11:16 EST,2021-02-02,07:11:16,-0400,1290722208910839809,fact_covid,Covid Fact Check UK,,"In a worse case scenario, vaccines can be tweaked to be a better match very quickly. 
And vaccine makers are already working on potential “booster shots” to see if they will be beneficial.
For now, we simply need to focus on getting infections down as low as possible.",en,[],[],[],16,30,214,[],[],https://twitter.com/fact_covid/status/1356575912440037378,,,0,,,,,,,,"{'user_id': '1290722208910839809', 'username': 'fact_covid'}",,,,
1360988212852850703,1360870085645266947,2021-02-14 11:24:10 EST,2021-02-14,11:24:10,-0400,343722630,christinemilste,Christine Milsted,,"@Chequers1956 @spinnerjohn That’s interesting. I don’t know anyone who has declined. 
I think you’re right about this strain of Covid. I did consider it could possibly be more beneficial to be vaccinated later in the year as the vaccine is modified. But they will offer a booster I assume.",en,"['chequers1956', 'spinnerjohn']",[],[],0,0,0,[],[],https://twitter.com/ChristineMilste/status/1360988212852850703,,,0,,,,,,,,"{'user_id': '830564208555208704', 'username': 'Chequers1956'}",,,,
1385856885882982401,1385642473179934723,2021-04-24 03:23:24 EDT,2021-04-24,03:23:24,-0400,1018537355173511169,mayamadhava,श्रीMurali 🇮🇳,,"@RajeshTaurus71 The Concept of mixing vaccines are called a heterologous prime boost, which has been beneficial with other infections in the past, but not sure about Covid. The 1st dose enables your immune system while the 2nd one is called a booster dose which boosts your immunity when needed.",en,['rajeshtaurus71'],[],[],2,0,4,[],[],https://twitter.com/mayamadhava/status/1385856885882982401,,,0,,,,,,,,"{'user_id': '912208179605397504', 'username': 'RajeshTaurus71'}",,,,
